evidence_id,record_id,evidence_type,start_seconds,end_seconds,text,media_path,thumbnail_path,source_sha256,language,confidence,asr_segment_ids,ocr_observation_ids,vlm_caption_ids,metadata_json
airfryer-002-scene-0001,airfryer-002,video_scene,0.000,11.044,"OCR: The Library Kitchen Lärary Kiehen Air I Fryer Oreos www.gloucesterva.info/publiclibrary Chef Library Kitchen Puff Pastry SHEETS OREO
VLM: Visual summary: Three powdered pastries are on a white plate with a fork, overlaid with text identifying the content as 'The Library Kitchen' and 'Air Fryer Oreos'.
视觉摘要: 白色盘子上有三个撒了粉的糕点，旁边放着一把叉子，叠加的文字显示内容为“图书馆厨房”和“空气炸锅奥利奥”。
Visible product: Air Fryer Oreos
Visible components: white plate; fork; pastries; powder; text overlay",data_video/processed/airfryer-002/clips/airfryer-002-scene-0001.mp4,data_video/keyframes/airfryer-002/frame_000000.jpg,08a1d39bea47bfc6b67b5006e6e16729af75bc0ae9fb060268014e1e4885b8f0,,0.973902,,airfryer-002-ocr-00001|airfryer-002-ocr-00002|airfryer-002-ocr-00003|airfryer-002-ocr-00004|airfryer-002-ocr-00005|airfryer-002-ocr-00006|airfryer-002-ocr-00007|airfryer-002-ocr-00008|airfryer-002-ocr-00009|airfryer-002-ocr-00010|airfryer-002-ocr-00011|airfryer-002-ocr-00012|airfryer-002-ocr-00013|airfryer-002-ocr-00014|airfryer-002-ocr-00015,airfryer-002-scene-0001-vlm-0001,"{""clip_bytes"":571931,""clip_sha256"":""77114a246e1dfd95229750172aba25decd822129a0d1fcaa858791cc50d7d083"",""detector"":""ffmpeg_scene_score"",""threshold"":0.32,""vlm_model"":""Qwen/Qwen3-VL-8B-Instruct"",""vlm_model_revision"":""0c351dd01ed87e9c1b53cbc748cba10e6187ff3b"",""vlm_prompt_version"":""catalog-grounded-visible-scene-json-v2"",""vlm_review_status"":""pending""}"
airfryer-002-scene-0002,airfryer-002,video_scene,11.044,77.544,"ASR: Hello everyone and welcome to the library kitchen here at the Gloucester County Public Library. I'm Chris and today we're making a sweet treat and guess what an air fryer because air fryers are more than just making tater tots, french fries, and mozzarella sticks. So we're going to be making a version of deep-fried Oreos, but in this case it's going to be an air fryer Oreo and it doesn't take but only a few ingredients and about seven minutes. So let's get started with our ingredients. We're going to use one box of puff pastry dough thawed. We're going to use some oreo cookies. Now there's an assortment of oreo cookies here on my plate. There are some peanut butter chocolate oreos, some double stuffed oreos, and some chocolate chocolate oreos. Also I've cut up a couple pieces of brownie to put in our puff pastry. So we're going to start by rolling out our puff pastry dough on our mat. We're going to use a 2 inch biscuit cutter and we're going to cut some
OCR: Chef Library Kitchen Puff Pastry SHEETS OREO Library y Kitchen
VLM: Visual summary: A man in a blue apron stands at a kitchen counter with ingredients and an air fryer, preparing to make a dessert.
视觉摘要: 一名穿着蓝色围裙的男子站在厨房操作台前，台面上摆放着食材和空气炸锅，准备制作甜点。
Visible product: Air Fryer
Visible components: Air Fryer; Oreo cookies; Puff Pastry Sheets; Powdered Sugar container; Silicone baking mat; Small bowl with yellow liquid; Apron with 'Chef Library Kitchen' text
Visible actions: Man gesturing with hands; Man handling a puff pastry sheet",data_video/processed/airfryer-002/clips/airfryer-002-scene-0002.mp4,data_video/keyframes/airfryer-002/frame_000002.jpg,08a1d39bea47bfc6b67b5006e6e16729af75bc0ae9fb060268014e1e4885b8f0,en,0.952595,airfryer-002-asr-0001|airfryer-002-asr-0002|airfryer-002-asr-0003|airfryer-002-asr-0004|airfryer-002-asr-0005|airfryer-002-asr-0006|airfryer-002-asr-0007|airfryer-002-asr-0008|airfryer-002-asr-0009|airfryer-002-asr-0010|airfryer-002-asr-0011,airfryer-002-ocr-00016|airfryer-002-ocr-00017|airfryer-002-ocr-00018|airfryer-002-ocr-00019|airfryer-002-ocr-00020|airfryer-002-ocr-00021|airfryer-002-ocr-00022|airfryer-002-ocr-00023|airfryer-002-ocr-00024|airfryer-002-ocr-00025|airfryer-002-ocr-00026|airfryer-002-ocr-00027|airfryer-002-ocr-00028|airfryer-002-ocr-00029|airfryer-002-ocr-00030|airfryer-002-ocr-00031|airfryer-002-ocr-00032|airfryer-002-ocr-00033|airfryer-002-ocr-00034|airfryer-002-ocr-00035|airfryer-002-ocr-00036|airfryer-002-ocr-00037|airfryer-002-ocr-00038|airfryer-002-ocr-00039|airfryer-002-ocr-00040|airfryer-002-ocr-00041|airfryer-002-ocr-00042|airfryer-002-ocr-00043|airfryer-002-ocr-00044|airfryer-002-ocr-00045|airfryer-002-ocr-00046|airfryer-002-ocr-00047|airfryer-002-ocr-00048|airfryer-002-ocr-00049|airfryer-002-ocr-00050|airfryer-002-ocr-00051|airfryer-002-ocr-00052|airfryer-002-ocr-00053|airfryer-002-ocr-00054|airfryer-002-ocr-00055|airfryer-002-ocr-00056|airfryer-002-ocr-00057|airfryer-002-ocr-00058|airfryer-002-ocr-00059|airfryer-002-ocr-00060|airfryer-002-ocr-00061|airfryer-002-ocr-00062|airfryer-002-ocr-00063|airfryer-002-ocr-00064|airfryer-002-ocr-00065|airfryer-002-ocr-00066|airfryer-002-ocr-00067|airfryer-002-ocr-00068|airfryer-002-ocr-00069|airfryer-002-ocr-00070|airfryer-002-ocr-00071|airfryer-002-ocr-00072|airfryer-002-ocr-00073|airfryer-002-ocr-00074|airfryer-002-ocr-00075|airfryer-002-ocr-00076|airfryer-002-ocr-00077|airfryer-002-ocr-00078,airfryer-002-scene-0002-vlm-0001,"{""clip_bytes"":3545826,""clip_sha256"":""9702b72a037afefef75f57709ab7f3f31c28553190c0ce712683df3524534643"",""detector"":""ffmpeg_scene_score"",""threshold"":0.32,""vlm_model"":""Qwen/Qwen3-VL-8B-Instruct"",""vlm_model_revision"":""0c351dd01ed87e9c1b53cbc748cba10e6187ff3b"",""vlm_prompt_version"":""catalog-grounded-visible-scene-json-v2"",""vlm_review_status"":""pending""}"
airfryer-002-scene-0003,airfryer-002,video_scene,77.544,96.630,"ASR: mat. We're going to use a 2 inch biscuit cutter and we're going to cut some rounds out of this puff pastry dough. Now we're cutting the dough out to make a
OCR: Chef Library Kitchen Puff Pastry SHEETS OREO
VLM: Visual summary: A person is cutting circles from a sheet of dough on a silicone baking mat, with cookies and a bowl of yellow liquid nearby.
视觉摘要: 一个人正在硅胶烘焙垫上从面团片上切圆圈，旁边放着饼干和一碗黄色液体。
Visible product: Air Fryer
Visible components: silicone baking mat; dough; cookie cutter; Oreo cookies; bowl with yellow liquid; wooden brush; air fryer; white container
Visible actions: cutting dough with a cookie cutter; removing cut-out dough circles
Visible states: dough being cut into circles; cut-out dough circles on the mat",data_video/processed/airfryer-002/clips/airfryer-002-scene-0003.mp4,data_video/keyframes/airfryer-002/frame_000015.jpg,08a1d39bea47bfc6b67b5006e6e16729af75bc0ae9fb060268014e1e4885b8f0,en,0.939858,airfryer-002-asr-0011|airfryer-002-asr-0012,airfryer-002-ocr-00079|airfryer-002-ocr-00080|airfryer-002-ocr-00081|airfryer-002-ocr-00082|airfryer-002-ocr-00083,airfryer-002-scene-0003-vlm-0001,"{""clip_bytes"":1646078,""clip_sha256"":""472bac05d456552b7294c0ae0c0147bc61c0107d44abeabfca76b2c76caa12ea"",""detector"":""ffmpeg_scene_score"",""threshold"":0.32,""vlm_model"":""Qwen/Qwen3-VL-8B-Instruct"",""vlm_model_revision"":""0c351dd01ed87e9c1b53cbc748cba10e6187ff3b"",""vlm_prompt_version"":""catalog-grounded-visible-scene-json-v2"",""vlm_review_status"":""pending""}"
airfryer-002-scene-0004,airfryer-002,video_scene,96.630,118.852,"ASR: rounds out of this puff pastry dough. Now we're cutting the dough out to make a top and a bottom for our Oreos. We're going to have one egg beaten because we're going to use that as the glue that we pinch the two sides of the puff puff pastry together in. I'll be right back. So we've cut out our puff pastry sheet and we are able to get 16 rounds out of each sheet and so that's going to make eight air fryer oreos. So
OCR: Chef Library Kitchen Puff Pastry SHEETS OREO
VLM: Visual summary: A man in a blue apron stands in a kitchen, presenting ingredients for a recipe on a counter. Visible items include Oreo cookies, puff pastry sheets, powdered sugar, and a black air fryer.
视觉摘要: 一名穿着蓝色围裙的男子站在厨房里，向观众展示制作食谱所需的食材。可见物品包括奥利奥饼干、千层酥皮、糖粉和一台黑色空气炸锅。
Visible product: Air Fryer
Visible components: black air fryer; Oreo cookie package; puff pastry sheet package; powdered sugar container; measuring cup; plate of cookies; silicone mat; small bowl of liquid
Visible actions: man gesturing with hands; man pointing at ingredients",data_video/processed/airfryer-002/clips/airfryer-002-scene-0004.mp4,data_video/keyframes/airfryer-002/frame_000019.jpg,08a1d39bea47bfc6b67b5006e6e16729af75bc0ae9fb060268014e1e4885b8f0,en,0.960275,airfryer-002-asr-0012|airfryer-002-asr-0013|airfryer-002-asr-0014|airfryer-002-asr-0015|airfryer-002-asr-0016,airfryer-002-ocr-00084|airfryer-002-ocr-00085|airfryer-002-ocr-00086|airfryer-002-ocr-00087|airfryer-002-ocr-00088|airfryer-002-ocr-00089|airfryer-002-ocr-00090|airfryer-002-ocr-00091|airfryer-002-ocr-00092|airfryer-002-ocr-00093|airfryer-002-ocr-00094|airfryer-002-ocr-00095|airfryer-002-ocr-00096|airfryer-002-ocr-00097|airfryer-002-ocr-00098|airfryer-002-ocr-00099|airfryer-002-ocr-00100|airfryer-002-ocr-00101|airfryer-002-ocr-00102,airfryer-002-scene-0004-vlm-0001,"{""clip_bytes"":1385178,""clip_sha256"":""31d2e231199fbbf7a561602527ef13386264833029999e09e087521ce2c7d90c"",""detector"":""ffmpeg_scene_score"",""threshold"":0.32,""vlm_model"":""Qwen/Qwen3-VL-8B-Instruct"",""vlm_model_revision"":""0c351dd01ed87e9c1b53cbc748cba10e6187ff3b"",""vlm_prompt_version"":""catalog-grounded-visible-scene-json-v2"",""vlm_review_status"":""pending""}"
airfryer-002-scene-0005,airfryer-002,video_scene,118.852,126.393,"ASR: able to get 16 rounds out of each sheet and so that's going to make eight air fryer oreos. So what we're going to do is we're going to start with our round of dough. We're going to just
OCR: Chef Library Kitchen Puff Pastry SHEETS OREO
VLM: Visual summary: Several stacks of round, white dough discs are arranged on a silicone baking mat. To the left is a plate with chocolate sandwich cookies, and to the right is a small bowl of yellow liquid with a brush.
视觉摘要: 几叠圆形白色面团片整齐地摆放在硅胶烘焙垫上。左侧有一个装着巧克力夹心饼干的盘子，右侧有一个装着黄色液体的小碗和一把刷子。
Visible product: Air Fryer
Visible components: silicone baking mat; chocolate sandwich cookies; round dough discs; bowl of yellow liquid; brush; plate",data_video/processed/airfryer-002/clips/airfryer-002-scene-0005.mp4,data_video/keyframes/airfryer-002/frame_000023.jpg,08a1d39bea47bfc6b67b5006e6e16729af75bc0ae9fb060268014e1e4885b8f0,en,0.950072,airfryer-002-asr-0016|airfryer-002-asr-0017,airfryer-002-ocr-00103|airfryer-002-ocr-00104|airfryer-002-ocr-00105|airfryer-002-ocr-00106|airfryer-002-ocr-00107,airfryer-002-scene-0005-vlm-0001,"{""clip_bytes"":617952,""clip_sha256"":""d90abc89508143e0d26e365d553c9a999c9e4d7bab8459b068c6670df92c1f17"",""detector"":""ffmpeg_scene_score"",""threshold"":0.32,""vlm_model"":""Qwen/Qwen3-VL-8B-Instruct"",""vlm_model_revision"":""0c351dd01ed87e9c1b53cbc748cba10e6187ff3b"",""vlm_prompt_version"":""catalog-grounded-visible-scene-json-v2"",""vlm_review_status"":""pending""}"
airfryer-002-scene-0006,airfryer-002,video_scene,126.393,137.271,"ASR: what we're going to do is we're going to start with our round of dough. We're going to just work it with our fingers just a little bit to flatten it out. We're going to brush it with a little bit of egg and that'll help glue the two pieces of puff pastry together
OCR: Chef Library Kitchen Puff Pastry S SHEETS OREO
VLM: Visual summary: A man in a blue apron is preparing food in a kitchen, with ingredients and an air fryer on the counter.
视觉摘要: 一名穿着蓝色围裙的男子在厨房准备食物，台面上有食材和空气炸锅。
Visible product: Air Fryer
Visible components: Air Fryer; Oreo cookies; Puff Pastry Sheets; Powdered Sugar container; Silicone mat; Egg yolk bowl; Apron; Glasses
Visible actions: The man is holding and manipulating a small piece of food.; The man is using a brush to apply liquid to a piece of food.",data_video/processed/airfryer-002/clips/airfryer-002-scene-0006.mp4,data_video/keyframes/airfryer-002/frame_000025.jpg,08a1d39bea47bfc6b67b5006e6e16729af75bc0ae9fb060268014e1e4885b8f0,en,0.892482,airfryer-002-asr-0017|airfryer-002-asr-0018|airfryer-002-asr-0019,airfryer-002-ocr-00108|airfryer-002-ocr-00109|airfryer-002-ocr-00110|airfryer-002-ocr-00111|airfryer-002-ocr-00112|airfryer-002-ocr-00113,airfryer-002-scene-0006-vlm-0001,"{""clip_bytes"":577927,""clip_sha256"":""7ca2390b43264e3aac6545c54a36525463b5b042d32006bd89cb79ff1a7c961b"",""detector"":""ffmpeg_scene_score"",""threshold"":0.32,""vlm_model"":""Qwen/Qwen3-VL-8B-Instruct"",""vlm_model_revision"":""0c351dd01ed87e9c1b53cbc748cba10e6187ff3b"",""vlm_prompt_version"":""catalog-grounded-visible-scene-json-v2"",""vlm_review_status"":""pending""}"
airfryer-002-scene-0007,airfryer-002,video_scene,137.271,191.625,"ASR: little bit of egg and that'll help glue the two pieces of puff pastry together so we make a nice seal when we put our cookie on. And once you put a little egg on the the pastry dough, you're gonna sandwich the cookie in between the two pieces of dough and then go around the edges and pinch the dough together. And you're gonna do that for each cookie. Once you finish pinching the dough together, you're going to then cup the dough between your finger and thumb and then bend that seal over and underneath on the bottom of the cookie. At that point
OCR: DSMXERE PSC Chet Library Kitchen Unel Chel Lihrary Chef Library Kit Puff Pastry SHEETS OREO
VLM: Visual summary: A person is preparing food by brushing a liquid onto a dough circle and then pressing another dough circle on top.
视觉摘要: 一个人正在制作食物，先在面团圆片上刷液体，然后将另一片面团压在上面。
Visible product: unknown
Visible components: silicone baking mat; brush; small glass bowl; watch; apron
Visible actions: brushing; pressing; holding
Visible states: dough circle; liquid in bowl
Visual uncertainty: The specific product being prepared is not identifiable.",data_video/processed/airfryer-002/clips/airfryer-002-scene-0007.mp4,data_video/keyframes/airfryer-002/frame_000027.jpg,08a1d39bea47bfc6b67b5006e6e16729af75bc0ae9fb060268014e1e4885b8f0,en,0.894965,airfryer-002-asr-0019|airfryer-002-asr-0020|airfryer-002-asr-0021|airfryer-002-asr-0022|airfryer-002-asr-0023|airfryer-002-asr-0024|airfryer-002-asr-0025,airfryer-002-ocr-00114|airfryer-002-ocr-00115|airfryer-002-ocr-00116|airfryer-002-ocr-00117|airfryer-002-ocr-00118|airfryer-002-ocr-00119|airfryer-002-ocr-00120|airfryer-002-ocr-00121|airfryer-002-ocr-00122|airfryer-002-ocr-00123|airfryer-002-ocr-00124|airfryer-002-ocr-00125|airfryer-002-ocr-00126|airfryer-002-ocr-00127|airfryer-002-ocr-00128|airfryer-002-ocr-00129|airfryer-002-ocr-00130|airfryer-002-ocr-00131,airfryer-002-scene-0007-vlm-0001,"{""clip_bytes"":6071703,""clip_sha256"":""64ed170ea0212f4a64f35d2e94c1e76d0548a9a02dadc01d842c0574a9def078"",""detector"":""ffmpeg_scene_score"",""threshold"":0.32,""vlm_model"":""Qwen/Qwen3-VL-8B-Instruct"",""vlm_model_revision"":""0c351dd01ed87e9c1b53cbc748cba10e6187ff3b"",""vlm_prompt_version"":""catalog-grounded-visible-scene-json-v2"",""vlm_review_status"":""pending""}"
airfryer-002-scene-0008,airfryer-002,video_scene,191.625,241.808,"ASR: bend that seal over and underneath on the bottom of the cookie. At that point you're going to put up just a little bit of an egg wash on the top and continue with all of your cookies. So I'm finishing up making my last cookie to put into the air fryer and you're going to want to preheat your fryer to 350 degrees and we're going to cook these for about seven minutes. So let's get that turned on and preheat it to 350. so our air fryer is preheated to 350 degrees we're going to take the basket out and spray it with a little non-stick spray we're now going to place our cookies in the basket seam side down we're going to cook
OCR: Chef Library Kitchen Puff Pastry SHEETS OREO Lhrary Kitche Tray Library Kitchen
VLM: Visual summary: A man in a blue apron is preparing food in a kitchen, with ingredients and an air fryer on the counter.
视觉摘要: 一名穿着蓝色围裙的男子在厨房准备食物，台面上有食材和空气炸锅。
Visible product: Air Fryer
Visible components: air fryer; puff pastry box; OREO cookies package; powdered sugar container; silicone mat; plate with cookies; apron; glasses
Visible actions: man shaping dough; man holding a spray can and a pan
Visible states: dough pieces on mat; cookies on plate",data_video/processed/airfryer-002/clips/airfryer-002-scene-0008.mp4,data_video/keyframes/airfryer-002/frame_000038.jpg,08a1d39bea47bfc6b67b5006e6e16729af75bc0ae9fb060268014e1e4885b8f0,en,0.954264,airfryer-002-asr-0025|airfryer-002-asr-0026|airfryer-002-asr-0027|airfryer-002-asr-0028|airfryer-002-asr-0029|airfryer-002-asr-0030|airfryer-002-asr-0031|airfryer-002-asr-0032,airfryer-002-ocr-00132|airfryer-002-ocr-00133|airfryer-002-ocr-00134|airfryer-002-ocr-00135|airfryer-002-ocr-00136|airfryer-002-ocr-00137|airfryer-002-ocr-00138|airfryer-002-ocr-00139|airfryer-002-ocr-00140|airfryer-002-ocr-00141|airfryer-002-ocr-00142|airfryer-002-ocr-00143|airfryer-002-ocr-00144|airfryer-002-ocr-00145|airfryer-002-ocr-00146|airfryer-002-ocr-00147|airfryer-002-ocr-00148|airfryer-002-ocr-00149|airfryer-002-ocr-00150|airfryer-002-ocr-00151|airfryer-002-ocr-00152|airfryer-002-ocr-00153|airfryer-002-ocr-00154|airfryer-002-ocr-00155|airfryer-002-ocr-00156|airfryer-002-ocr-00157|airfryer-002-ocr-00158|airfryer-002-ocr-00159|airfryer-002-ocr-00160|airfryer-002-ocr-00161|airfryer-002-ocr-00162|airfryer-002-ocr-00163|airfryer-002-ocr-00164|airfryer-002-ocr-00165|airfryer-002-ocr-00166|airfryer-002-ocr-00167|airfryer-002-ocr-00168|airfryer-002-ocr-00169|airfryer-002-ocr-00170|airfryer-002-ocr-00171|airfryer-002-ocr-00172|airfryer-002-ocr-00173|airfryer-002-ocr-00174|airfryer-002-ocr-00175,airfryer-002-scene-0008-vlm-0001,"{""clip_bytes"":3215903,""clip_sha256"":""6e0d7a87c3fa9ca03631a76b157351a9bb41e6e88e74bb8e5e95e54a8a5e96dd"",""detector"":""ffmpeg_scene_score"",""threshold"":0.32,""vlm_model"":""Qwen/Qwen3-VL-8B-Instruct"",""vlm_model_revision"":""0c351dd01ed87e9c1b53cbc748cba10e6187ff3b"",""vlm_prompt_version"":""catalog-grounded-visible-scene-json-v2"",""vlm_review_status"":""pending""}"
airfryer-002-scene-0009,airfryer-002,video_scene,241.808,257.424,"ASR: spray we're now going to place our cookies in the basket seam side down we're going to cook
OCR: •ner Library Kitchen Chef itchen Puff Pastry SHEETS OREO
VLM: Visual summary: A person wearing a blue apron holds an air fryer basket containing several round, pale yellow food items, with a yellow spray can on a silicone mat nearby.
视觉摘要: 一个人穿着蓝色围裙，手持一个装有数个圆形淡黄色食物的空气炸锅篮子，旁边硅胶垫上放着一个黄色喷雾罐。
Visible product: Air Fryer
Visible components: air fryer basket; silicone mat; yellow spray can; blue apron with text; watch
Visible actions: holding the air fryer basket; placing food items into the basket
Visible states: food items inside the basket; basket being held open",data_video/processed/airfryer-002/clips/airfryer-002-scene-0009.mp4,data_video/keyframes/airfryer-002/frame_000048.jpg,08a1d39bea47bfc6b67b5006e6e16729af75bc0ae9fb060268014e1e4885b8f0,en,0.949739,airfryer-002-asr-0032,airfryer-002-ocr-00176|airfryer-002-ocr-00177|airfryer-002-ocr-00178|airfryer-002-ocr-00179|airfryer-002-ocr-00180|airfryer-002-ocr-00181|airfryer-002-ocr-00182|airfryer-002-ocr-00183|airfryer-002-ocr-00184|airfryer-002-ocr-00185,airfryer-002-scene-0009-vlm-0001,"{""clip_bytes"":1857911,""clip_sha256"":""75ce5c4fb0280ee2a8ab9f4e9f9fe1675be2906534423a5f8c51756e6eeffc13"",""detector"":""ffmpeg_scene_score"",""threshold"":0.32,""vlm_model"":""Qwen/Qwen3-VL-8B-Instruct"",""vlm_model_revision"":""0c351dd01ed87e9c1b53cbc748cba10e6187ff3b"",""vlm_prompt_version"":""catalog-grounded-visible-scene-json-v2"",""vlm_review_status"":""pending""}"
airfryer-002-scene-0010,airfryer-002,video_scene,257.424,283.851,"ASR: spray we're now going to place our cookies in the basket seam side down we're going to cook for seven minutes so it's been about seven minutes and i believe our cookies are about done So as you can see, the puff pastry is golden brown with a cookie in the middle.
OCR: Lirary Riden Puff Pastry SHEETS OREO Chef Library Kitchen wnen
VLM: Visual summary: A man in a blue apron stands behind a kitchen counter with an air fryer, ingredients, and kitchen tools. He gestures and interacts with the air fryer basket.
视觉摘要: 一名穿着蓝色围裙的男子站在厨房操作台前，台面上有空气炸锅、食材和厨具。他做出手势并与空气炸锅的篮子互动。
Visible product: Air Fryer
Visible components: air fryer; air fryer basket; puff pastry sheets; OREO cookies; powdered sugar container; spray bottle; silicone mat; white plate; red placemat; chef apron; glasses; watch
Visible actions: gesturing with hand; holding air fryer basket; pointing at air fryer basket; placing hand on counter
Visible states: man smiling; air fryer basket being held; ingredients arranged on counter",data_video/processed/airfryer-002/clips/airfryer-002-scene-0010.mp4,data_video/keyframes/airfryer-002/frame_000051.jpg,08a1d39bea47bfc6b67b5006e6e16729af75bc0ae9fb060268014e1e4885b8f0,en,0.938995,airfryer-002-asr-0032|airfryer-002-asr-0033|airfryer-002-asr-0034,airfryer-002-ocr-00186|airfryer-002-ocr-00187|airfryer-002-ocr-00188|airfryer-002-ocr-00189|airfryer-002-ocr-00190|airfryer-002-ocr-00191|airfryer-002-ocr-00192|airfryer-002-ocr-00193|airfryer-002-ocr-00194|airfryer-002-ocr-00195|airfryer-002-ocr-00196|airfryer-002-ocr-00197|airfryer-002-ocr-00198|airfryer-002-ocr-00199|airfryer-002-ocr-00200|airfryer-002-ocr-00201|airfryer-002-ocr-00202|airfryer-002-ocr-00203|airfryer-002-ocr-00204|airfryer-002-ocr-00205|airfryer-002-ocr-00206|airfryer-002-ocr-00207,airfryer-002-scene-0010-vlm-0001,"{""clip_bytes"":1800143,""clip_sha256"":""804b18eab6e7d2b2b4c413c3341ab9e07f76c93ce577629f553347748656cab1"",""detector"":""ffmpeg_scene_score"",""threshold"":0.32,""vlm_model"":""Qwen/Qwen3-VL-8B-Instruct"",""vlm_model_revision"":""0c351dd01ed87e9c1b53cbc748cba10e6187ff3b"",""vlm_prompt_version"":""catalog-grounded-visible-scene-json-v2"",""vlm_review_status"":""pending""}"
